date,horoscope,month,star_sign,year
19,"Are you presently negotiating a contract, Aquarius? If you and the other party disagree on any points, these differences will most likely be resolved. You'll probably come up with an idea that creates a win/win situation so both of you feel good about it. This will strengthen your relationship considerably, so expect partnership matters to progress smoothly. Enjoy your day.",9,aquarius,2018
20,"Initiate a major change in your life, Aquarius. Break free of the humdrum and launch into something exciting. Take part in a class that expands your mind. Consider yoga, tarot, or any form of martial arts. You have a tremendous amount of energy today. It will help you maintain confidence and endurance as you do the groundwork to put this new life-enhancing endeavor in motion.",9,aquarius,2018
21,"A passionate encounter with a love partner might cement the bond between you so thoroughly that you start talking about commitment or even a wedding. A romantic haze may permeate your interactions. Still, exercise some restraint in expressing your feelings. Hitting your friend with too much at once could have the opposite effect from the one you're hoping for. Be patient!",9,aquarius,2018
22,"If you've been having trouble reaching a romantic partner, Aquarius, it might be a good idea to stop trying. Your friend is having a rough day and might not make the best company. In fact, your beloved could view a call from you as an unwelcome interruption and be short, if not downright rude. If you speak with your friend, keep it brief and plan to get together - just not today.",9,aquarius,2018
23,"Don't be surprised if money comes from an unlikely source. It could be a surprisingly good return on an investment or a bequest from a relative. Pay attention to any dreams that seem to repeat. They may hold a lesson about understanding your life path. You may receive an unexpected visit from a dear friend you haven't heard from in years. All in all, this is a great time.",9,aquarius,2018
24,"Inspiration for writing, music, drawing, painting, or other creative activities could hover just out of reach today, Aquarius. Great ideas could pop into your head and out just as quickly. The only way to avoid the frustration of missing out on wonderful ideas is to write them down as soon as they come. Making notes can also stimulate further inspiration. Go for it!",9,aquarius,2018
25,"Have you been going crazy with all the demands placed on you? Don't despair. Reflect on all that's been going on. Think about where you want to make changes. Once you've come to a decision, don't hesitate to implement it. This is easier than waiting for one big opportunity and doing it all at once. That chance may never come. The step-by-step approach can bring satisfying results.",9,aquarius,2018
26,"You may be ready for some major career changes, Aquarius. You could be fed up with the stress and long hours of the corporate environment. Surely in this age of technology there's a way to spend more time at home without sacrificing the quality of your work. Think about it for a few days. If you propose a feasible alternative to your boss, the positive response may surprise you.",9,aquarius,2018
26,"The Rolling Stones said it best, ""I can't get no satisfaction,"" and that's how you've been feeling lately, Pisces. Indeed, looking back on your recent activities, you may feel a bit like a character in Wonderland - running as fast as you can just to stay in the same place. The day ahead will provide some relief and open up new, more fulfilling opportunities.",9,pisces,2017
27,"Make sure you aren't projecting a picture of yourself that doesn't represent the real you, Pisces. It's important that you remain true to your soul or you'll end up in situations that make you uncomfortable and frustrated. There's a strong transformative force working against you today, but you'll have the leadership and confidence to stand up for yourself in whatever way you need.",9,pisces,2017
28,"You may try to explain something with your brain today when the true understanding of the situation comes only through your heart, Pisces. Feel the answer from deep within instead of trying to decipher it. Sink into the mood of the environment instead of trying to break it down into little compartments that you can analyze and categorize. Consider the whole instead of the pieces.",9,pisces,2017
29,"Interest in art from distant lands might capture your interest today, possibly through the influence of friends. Your desire to travel may be awakened, and you might toy with the idea of visiting faraway places, perhaps in the company of a lover. If you're serious, start doing research. This is a great day to plan a vacation.",9,pisces,2017
30,"Have you been putting off some work? It may be weighing on your mind. You could work extra hard today to get it out of the way. Afterward you'll feel relieved, but don't push yourself too hard or you won't have any energy left for tomorrow. If some of the tasks don't get done, that's OK. They've waited this long, so another day won't hurt.",9,pisces,2017
1,"Are you currently involved in a creative enterprise with a partner? If so, expect a burst of energy to be directed to completing that project. You might make more progress today than you have in several weeks, though you may be surprised at the direction the enterprise takes. In the evening, schedule a date with a love partner. You'll have a lot to report!",10,pisces,2017
2,"Your words have tremendous impact today, so think before you speak. It's easy to hurt others' feelings if you don't take them into account. Try to be careful in any phone conversation and always verify that you've made yourself clear, especially when giving directions. Go deeper today instead of just floating about on the surface. People will open up to you.",10,pisces,2017
3,You can overcome difficulties with business and money through the help of someone older. Helpful advice makes a future course of action seem clearer and more practical than before. Your practical abilities are heightened. You're less likely than usual to let strong emotions interfere with using them. A previously unused intuitive ability could also help you now.,10,pisces,2017
4,"Communication with business and romantic partners should be more warm, open, and honest than usual. Take advantage of this to get misunderstandings out of the way, explain things that might seem confusing, and develop empathy with those around you. You could come out of this more united in all of your relationships.",10,pisces,2017
5,"Get things started. You have many fantastic ideas. Really, the hardest thing for you now is to choose which one to pursue first. Activities that engage your creativity and sensitivity are most appealing now. Give some strength to your heart, which is normally seen as being tender and overly sensitive. Know that you're brave and go for the gold.",10,pisces,2017
6,You'll be at an advantage if you can learn to distance yourself from the emotional crux of the matter. Maintain a neutral viewpoint. It will be important in order for you to conduct yourself in the way you need to in order to be successful. Great flashes of inspiration result as long as you can keep your mental processes running smoothly.,10,pisces,2017
7,"This is a very opportune day for you. Say hello to the stranger in line or follow through on a tip or comment. Opportunities are there. All you have to do is grab them. You'd do very well in a group situation today. In fact, you'd do well leading others. You understand the need for action. Be decisive and confident.",10,pisces,2017
8,"If you've wanted to take a class in astrology, science, or computers, it's time to sign up. If you're already taking such a class, expect a fascinating, stimulating discussion in connection with it. Make sure you take notes, as you won't want to forget this information as soon as you hear it.",10,pisces,2017
9,"Social engagements will be your saving grace. Without them, you may be confused and sad about issues that are reaching a climax. In some form or another, you're being asked to make some major transformations. These changes are slow and perhaps subtle, but they're important and need addressing. This is where the help of friends can come in handy.",10,pisces,2017
10,"Today you might experience a bit of restlessness, perhaps because you feel there's something you ought to be doing but you aren't sure what. Your mind is sharp, intuitive, and logical, but too many options could be on the horizon. You might find it difficult to choose among them. Once you decide, you'll charge ahead and make a success of whatever you try.",10,pisces,2017
11,"Bizarre and unexpected events lie in store for you today, so don't be surprised if not everything goes according to plan. Take note that these events may be part of a larger trend indicative of a tremendous opportunity. Heed the subtleties of this wave of energy. Latch onto it and see it as a major time of growth and expansion in your life.",10,pisces,2017
12,"The primary focus today should be on romance and commitment. Have you been thinking about getting married? If so, you could be surprised to learn that your significant other has been thinking the same thing. This could be the end of a long period of uncertainty. It's apt to prove a very healing experience. Don't be surprised if people tell you how attractive you look!",10,pisces,2017
13,"Surliness on the part of a partner could catapult you into a gloomy mood. Your friend isn't communicating very well, and you probably wonder if it's something you said or did. Chances are it's not. All signs indicate that it's business. Don't try to force your partner to share these concerns with you, as this will only cause further retreat. Your friend will talk when the time's right.",10,pisces,2017
14,"It's hard to stay centered now. Your mind is on something wonderful that's happening for you. Yesterday it was a fantasy and now it's real! You may be walking around in a daze trying to make sense of it all. Eventually you have to come down and face reality again, but there's no need to do it now. Things like this don't happen very often.",10,pisces,2017
15,"A woman, perhaps your mother, could visit you today. She may not be in a great mood, so perhaps you'd better take her out in public where she'll have to maintain some self-control. If not, you could set yourself up for a scolding over something that seems inconsequential. Defuse the situation by encouraging her to talk about what's really bothering her. It's probably not you.",10,pisces,2017
16,"The main things you need to do today are relax and enjoy your day. You may be feeling a bit under the weather and have a trip coming up that doesn't exactly thrill you. Stay alert, because you may receive an important message today from someone far away. You may also have a visitor arriving from out of town.",10,pisces,2017
17,"The love you feel for everyone today draws new people into your orbit. You're in love with all, even people you couldn't stand yesterday. If you're in sales or a field that puts you in contact with many people, you can expect extraordinary success. People will do whatever it takes and pay any amount of money to connect with you. This applies to your personal life, too.",10,pisces,2017
18,"Love and passion may be on your mind. If you aren't currently involved, you might be attracted to someone you know through business, so a little caution is advised. Suggest a professional lunch or dinner and then see where it goes. You might not get what you want today, but you could create new potential for tomorrow!",10,pisces,2017
19,"You've always been practical when it comes to financial matters, but sometimes consumerism can cause you some stress. Of course you want to show the special person in your life how much you care, but do you need to spend a lot of money to prove it? Find a balance you can both live with. You don't need to buy a car. A small token of thoughtfulness would be appreciated.",10,pisces,2017
20,Resist the urge to go on a shopping spree today. You're likely to make impulsive purchases. You may be trying to fill a void or compensate for another area of your life that isn't going as well as you'd like. Try instead to do a little meditation and bring the real problem into clearer focus. Take a walk or do some yoga. It will do your spirit more good than the mall.,10,pisces,2017
21,"The planetary energies today are emphasizing family. This may be a good time to do some research, delving more deeply into your roots. Have you picked your grandmother's brain about her mother and grandmother? You'll be surprised at what you learn. You'll feel more connected with your family, and you may learn some facts that make you proud of your heritage.",10,pisces,2017
22,"Once you take the first step today, the rest of the way will be a piece of cake. Before you know it, you'll have completed the entire marathon with very little sweat on your brow. The one thing to watch out for is that you don't run over anyone in your dash to the finish line. Be careful of the runners beside you and treat them as friends and supporters instead of opponents.",10,pisces,2017
23,"Someone that you don't really know well may corner you at a social occasion and try to talk you into something. Get all the facts before you commit to anything. Your persuasive powers are high. If you have a project to pitch to someone, this is the day to do it, or at least map out your strategy. Success is strongly indicated for any project you start today.",10,pisces,2017
24,You may have to take major action today in order to defend your position. Your current mindset has brought you to a certain point and now you're faced with having to defend that point. It may feel like the school bully is demanding your lunch money. Don't give in without a fight. The bully is just as frightened of you as you are of him.,10,pisces,2017
25,"Contact with a lot of friends may take place today. Invitations to social events could come your way. Your relationship with your friends is congenial. You could be introduced to new friends. Some of the people you meet could be from distant states or foreign lands or involved in unusual occupations. This could prove an exciting, stimulating day.",10,pisces,2017
26,"Vague physical discomfort could have you feeling out of sorts. Most likely you aren't really ill. You're tired and stressed, but you can make it through the day. Disillusionment with someone you've admired could also be on your mind. You could be seeking someone else for a role model. You'll feel better tomorrow!",10,pisces,2017
27,"You may have sniffles or a sore throat, possibly necessitating taking time off from work. This could be unwelcome, as it keeps you from going out on a date as well. Try to keep your mind occupied with activities that don't tire you physically. And take some vitamin C!",10,pisces,2017
28,"A long journey to a distant place could be uppermost in your mind today. You may be getting ready to take off, or the trip might still be in the planning stages. Either way, this could be a very exciting day. You're feeling happy and enthusiastic. You look forward to the future. Long-term goals might finally show promise of success.",10,pisces,2017
29,Be careful about going overboard with your sarcasm. Some people take your comments seriously. Not everyone understands your humor. This could make communication unclear at times. Deliver a straight story without exaggeration or embellishment thrown in to make things juicier. Don't just tell the truth - tell the whole truth. You'll feel better about the situation.,10,pisces,2017
30,You may feel like you're riding a fast train to success. Success can be measured in different ways. Today it's important that you consider your emotional success and how your feelings fit into your life. You may discover that the train you're on isn't the train you should be on. Don't be afraid to get off at the next station and transfer to a different line.,10,pisces,2017
31,"It may be that you've come back deeply changed from a long voyage. Of course, travel changes everyone to some extent, but in your case, the change is more profound. You're going to have a problem getting back into your old life. It may feel too limiting for you. So what are you waiting for? Change it!",10,pisces,2017
1,"Have you been trying to learn about a subject for a long time? Have books, lectures, and documentaries on the subject been your primary form of entertainment? Whatever you've been hoping to gain from it could come to you today. If it's a business advantage, you've got it. If it's knowledge for its own sake, you know a lot by now. Whatever it is, bask in the glow of your achievement.",11,pisces,2017
2,Your intuition has been especially high for a while now. Today you could decide to put it to practical use. You might consider a class or workshop that increases your ability to communicate. New friends who share this interest could appear on the scene. Whatever ideas or insights come your way may originate from the higher planes. Write them down.,11,pisces,2017
3,"Today you might feel unloved even though there's no real reason for it. Your relationships should be pretty strong, but your biorhythms are down so you might be lacking in self-confidence. Phone a close friend and get together. Go shopping or to a movie and raise your spirits. By the end of the day you'll feel like your old self again!",11,pisces,2017
4,"Some visitors could come to your home today, perhaps a couple with a child. You'll go through the place like a whirlwind and want everything to look just right. You might even be tempted to clean out the closets! Don't bother. Just relax and enjoy the company of your guests. They're more interested in what you have to say than whether or not the house is spotless.",11,pisces,2017
5,"Dare to express your ideas without fearing ridicule. This is what the planetary configuration has to say to you today. This is exactly what you like, because fear of ridicule is generally your downfall. The challenge for you is to say what you think clearly without borrowing the ideas of others. Dare to do it!",11,pisces,2017
6,"Some bad experiences regarding career, family, travel, or education could have a friend, colleague, or love partner in an explosive mood today. This person could be unpredictable now - happy one minute and in the depths of gloom the next. Don't try to give advice or cheer up him or her. It will only result in anger. Stay out of the way and let your friend work through it.",11,pisces,2017
7,"You might be in a whirlwind today, and there will be information buzzing around asking you to do this and go there. You're the one most perfectly suited to deal with the tone of the day. Stay lively and upbeat. Don't get stuck on any one thing. Keep the energy moving. The answer will be right there waiting for you.",11,pisces,2017
8,Issues regarding love and romance are in your favor. There's a strong force spurring you to take action. Heed this helpful energy. Feel free to display yourself openly in the social arena. Talk among friends could be rewarding for you now. All sorts of connections are favored for you today.,11,pisces,2017
9,A strong transforming force may be pulling you in opposite directions now. Long-term trends are coming to a climax. Karma that you haven't resolved over the past few years may come back to haunt you. Today's planetary lineup is turning up the heat on your present situation. You're going to need your flameproof suit.,11,pisces,2017
10,"You've been exerting yourself a little too much over the past few days and might feel a little listless. Nonetheless, your mind is still active, and you may seek stimulation through books, TV, or lectures of some kind. You should find whatever you learn exciting. It could set you off in a new direction. Today you could turn into an armchair traveler!",11,pisces,2017
11,"Your mind may be on spiritual or philosophical subjects and considering fascinating new ideas. Some of these may come from faraway lands, which might have you considering travel. Friends or groups may bring these ideas your way or you could present the concepts to them. Take a walk before going to bed or you'll never get to sleep with all these ideas buzzing through your mind!",11,pisces,2017
12,"If you experience resistance or frustration in a certain area, you should take this as a sign that you should follow a new route. Things should flow smoothly and easily. This is one of those days in which reality is going to conflict harshly with fantasy, especially if you don't have them well separated in your mind. Enjoy your imaginary world, but deal with the practical world, too.",11,pisces,2017
13,"Career matters are probably going well for you, but you might be unsure if you want to continue along this track. You might consider other options, perhaps some you've always wanted to try but have never been in a position to do. Don't feel you have to decide now. You have plenty of time. Don't make a move until you're sure.",11,pisces,2017
14,"Although some people may think of you as a space cadet when it comes to decisions and commitments, they may see a different side of you today. Don't be surprised if others come around to your camp once they hear your side of the story. Somehow all the pieces are fitting into place just like you knew they would. Those who doubted you will be pleasantly surprised.",11,pisces,2017
15,"Turn one part of the project over to someone you feel is more qualified to handle it. There's no sense trying to do everything yourself when you know someone out there is better suited to the task. Today calls for a steady and patient hand. If you don't think you have the skills, admit it. You'll gain more respect by delegating than by trying to muddle through.",11,pisces,2017
16,"Strong forces may make it hard for you to be confident today. You're so intent on maintaining your freedom that you refuse to yield when you should. Consider the other side of the equation before you become so adamant that you refuse to budge. At the same time, don't automatically think that just because you're running into opposition your way of thinking is necessarily wrong.",11,pisces,2017
17,"Social events could take up a lot of your time tonight, and you may enjoy being in contact with friends you haven't seen for a while. Conversations should be fascinating. You may even discover a new interest. An encounter with your partner could prove more passionate than usual. This should be a thoroughly enjoyable day as long as you conserve your energy.",11,pisces,2017
18,"A rush of optimism and enthusiasm could propel you into a more positive frame of mind, and you could accomplish wonders. Your circumstances may be turned upside down. A move is possible, as is a change in your work. Don't cling to the shore - flow with the current. Success and good fortune are on the way as long as you let them happen!",11,pisces,2017
19,"Working closely with someone might bring up some strong, warm affection between you. It may or may not be a romantic attraction, but if it is, don't read too much into it now. The situation is creating the emotions. There's the chance that the attraction could pass by tomorrow. But you've probably found someone with whom you can collaborate harmoniously. That's important!",11,pisces,2017
20,"Information on psychology, particularly dreams, could capture your imagination. You could decide to collect as much information as you can. The dark side of the personality may be especially appealing. You'll remember anything you read or hear today, as your mind is particularly retentive. This includes financial trends and ways to increase your income.",11,pisces,2017
21,"Your mind may be in an expansive mode now. Many things should be working for you. Your flexibility and ability to juggle many things at once should make tasks that require these talents a breeze. Unfortunately, they may not help too much when it comes to love and romance. You may not have the communication you desire with a close partner. You could find it easier to communicate with strangers!",11,pisces,2017
22,Optimism and excitement permeate any get-togethers that you're involved in today. You and those around you tend to see only positive trends for the future - success with few obstacles. You need to hang onto that attitude because there are always obstacles. You might forge a new support group with some of these upbeat individuals. Make the most of it!,11,pisces,2017
23,"Whatever difficulties may have arisen over the past few days, you have the power to overcome them, gain new strength, and move on. Your physical energy is good - you won't wear out. You'll probably push on and take care of each chore as it comes up. If you've been thinking of starting a new project, this is the day to do it. Obstacles won't stop you.",11,pisces,2017
24,"You love to meet new people and talk to them, but you rarely get personally involved. You keep a certain distance between you and the person you're talking to. Today you'll wonder if you're missing out on interesting experiences by controlling your emotions so tightly, or if your defenses are high for a good reason.",11,pisces,2017
25,"Do you have a talent for writing? You seem to have a precise and clear way of expressing yourself. And it's possible you use this gift of yours in your career. Today you might want to use it to express your feelings about someone. Whether you write to a family member or compose a love letter, you'll be particularly inspired.",11,pisces,2017
26,"Travel to distant lands is a possibility. While you're ready for a change, don't jump at the first opportunity that comes along. What you're being offered is a long-term commitment, if not a lifelong one. Think twice before you say yes. However, even if you do say yes, you won't regret your decision.",11,pisces,2017
27,Someone you need to contact for information may be temporarily unavailable. You might have to try to find whatever you need somewhere else. This could be difficult. You could go in circles as you're referred to someone who refers you back to the person you can't reach. You might have to put off this problem and work on something else.,11,pisces,2017
28,"As much as you enjoy being out with people, tonight is a good evening for rest. If you can, try taking the afternoon off. Curl up in your favorite chair with a good book, take a slow walk through a garden, or putter in the kitchen and cook something fabulous. You need some time to refuel your soul. You'll tackle your projects tomorrow, relaxed and rejuvenated.",11,pisces,2017
29,"Some bizarre dreams or visions could come to you today. Don't put too much stock in them. You might find that the images are partly scenes from your past, partly information you've received lately, and partly your own fears about the future. If you view them this way, you should be able to see what they're telling you. They aren't prophesies for the future.",11,pisces,2017
30,"Your tendency is to rush headlong into a new project. Not everyone is caught up in your enthusiasm. Be careful not to steamroll over those you care about most. Your partner, especially, feels a bit miffed and left out at the moment. Do what you can to soothe any ruffled feathers. It might be time to set aside your project in favor of a romantic outing.",11,pisces,2017
1,"It's true that you aren't ten anymore, but who's to say you can't go back to your childhood now and again? Without going so far as to play hopscotch in the street or instigate a food fight in your favorite restaurant, go see some friends for some laughs. You've been working hard for a long time now and deserve a bit of fun. Don't hesitate.",12,pisces,2017
2,"You may feel like a racehorse crammed in the starting gate. You're stuck in a small spot, stomping your feet, and anxiously waiting for the starting bell. You may feel powerless since you have no control over when the gate will open. Be patient. Don't waste all your energy fidgeting. The gate will open soon enough and you'll be up and running.",12,pisces,2017
3,"You may be uncomfortable with the emotional intensity that's likely to seep into every part of your day. You may wonder what the big deal is and why people are so hopped up over nothing. Perhaps this is your cue to take things more seriously and act with more sensitivity. Your detachment can be an asset, but it could be your biggest enemy on a day like this.",12,pisces,2017
4,"Group activities or get-togethers with friends may not go as well as usual today. You're feeling more reserved and perhaps preoccupied about a friend or romantic partner with whom you might be on the outs. Oddly enough, getting out with others is probably the best therapy in spite of your increased shyness. Maybe the best thing to do is to go out alone where people congregate.",12,pisces,2017
5,"A new or existing romance could take on a spiritual aspect that creates a stronger bond between you. The works of past great masters, perhaps some from exotic lands, inspire your creative drive. Spirituality could take on new importance to you. You might want to spend time meditating or studying. Past-life regression or guided meditation could prove enlightening.",12,pisces,2017
6,"Tension between you and a business partner could have you doubting your professional future in the current situation. Don't waste too much time worrying about it. You may not be aware of it now, but career and money matters are going well and are likely to continue like this for a while. Of course, that depends on you and what you're willing to do to keep it going.",12,pisces,2017
7,"Things should be going your way, and you may feel like quite a bit is getting done without your having to lift a finger. At the same time, a nagging voice in the back of your mind is telling you to watch your back. Have all your bases covered. While you may be tempted to go with the most comfortable and familiar, this is a good time to consider other perspectives.",12,pisces,2017
8,"It's going to be a great day to get things done. Cosmic conditions will have you feeling energetic and raring to go. If there's a list of things to do waiting for you, grab it and get going. You might need to resist the temptation to spend time socializing. If you focus on your priorities, you'll be finished before you know it and there will still be plenty of time left for play.",12,pisces,2017
9,"You may be caught in a difficult quandary. Your attention to other people's needs may draw you into dramas that you don't want to be part of. As a result, you may be indecisive and unsure of how to proceed. You must find the balance between taking care of your needs and being considerate of others. You'll be confident of your decision once you've made it.",12,pisces,2017
10,"Today you might have lots of plans for the future. Ideas could come thick and fast. You might find it difficult to decide which ones are most workable. You should be especially inspired, innovative, and enthusiastic. This is a good day to make plans and formulate ideas for creative projects.",12,pisces,2017
11,"The day is good for people with curiosity and imagination - including you! Since you're not exactly in tip-top emotional shape, you'll be especially grateful for the gifts today brings. If you're eager to meet other people or explore new activities with friends, do so. The aspect is conducive to fun.",12,pisces,2017
12,"There is some likelihood that you'll have an electrifying emotional encounter today. Some of life's more mundane details may trigger arguments that, although violent, are cathartic and short. You've been thinking that it's time for more intensity in your life. Whether you know it or not, you're rethinking all manner of human relationships.",12,pisces,2017
13,"It looks like your emotions are finally back in business! You've been hesitant for the past six weeks or so, unable to make any decisions. You felt unsure, as if you could no longer trust yourself. It's been an especially upsetting time. Don't throw caution to the wind, but your self-confidence will return to you today.",12,pisces,2017
14,"Friends or a group with which you're affiliated might run into financial difficulties and ask for your advice. It wouldn't be a good idea to give it, at least not today. Your thoughts aren't as focused as they should be. You might use a little intuition to guide you. Your ability to see under the surface is good now.",12,pisces,2017
15,"A strange, unexpected call or email could puzzle you. You may not know the caller, the information might not make sense, or it might bring news that doesn't feel right. Whatever you hear may be exaggerated if not false. If it's important to you, check out the facts before jumping to conclusions and before passing it on to others.",12,pisces,2017
16,"Financial difficulties could be overcome today through the help of someone considerably older than you. Helpful advice could make a future course of action clearer and more practical than it seemed in the past. Your practical ability is heightened, and you're less likely to let strong emotions interfere with making use of it. Intuitive abilities could also be of assistance.",12,pisces,2017
17,"You may feel like you're slowly plowing through mud, but things are starting to look up. A weight has been lifted and you're ready to take flight. You might soon be back to your old self again. At the very least, it somehow feels easier to be you. The time is right to throw a party or hang out with a large group of friends.",12,pisces,2017
18,"Today isn't a day to lounge around. There's a very important practical matter that must be dealt with before you can engage in any lighthearted activities. The night's events will be fun and rewarding as long as you complete the duties of the day, leaving your mind free of obligations.",12,pisces,2017
19,"This is an excellent day for you. People are on your wavelength more than usual. You can get quite a bit accomplished. You might want to take a disciplined approach today. Consider being a bit more realistic with your actions. Overall, you should enjoy a good mood all day. Your quick wit and humor will carry you through with flying colors.",12,pisces,2017
20,"Bring your flighty nature back down to Earth today. It's important for others to have their say. Don't interrupt when they're talking. Keep your mouth shut and your ears open. Reality will pay you back today for whatever seeds you've sown, favorable or not. This is a good time to take a walk in the woods and reconnect with the Earth.",12,pisces,2017
21,Today you've reached an emotional climax. This feeling may be extra powerful. Great transformations are possible under this current trend. Seek freedom from your normal routine and feel free to push the boundaries of your limitations. Seek deeper meaning instead of following the crowd and the current trends. This isn't a time to be cheap or petty. Be real!,12,pisces,2017
22,"You can expect to have a calm, efficient day. Whatever projects you've initiated in your public or private life should start taking on an interesting shape. Little by little, uncertainties will vanish. Have confidence in time, because it's currently working in your favor.",12,pisces,2017
23,"Happy and painful memories of childhood could come to mind today, bringing new understanding of how your early experiences affect your present situation. Unexpected insights could bring a new perspective on the present and future. You could realize that a personal or professional course isn't right for you. Don't let fear overwhelm your need for transition.",12,pisces,2017
24,"Your life seems to revolve around human contact. You're an outgoing, cheerful, engaging conversationalist who enjoys bringing people together, but lately you've been yearning to be alone. Today don't ignore any urge you feel for solitude. Even though it's an unusual need for you, it's still valid and you should honor it.",12,pisces,2017
25,"This is a great day for you. You should find that your general mood is excellent. You'll have the perfect thing to say in every situation. Your adaptable nature will come in handy, as people around you will be quite rigid and unyielding. The more disciplined you are when it comes to emotions, the better off you'll be. Feel free to be the social butterfly.",12,pisces,2017
26,"You may feel like you can no longer explore your inner feelings, but you must persevere. You have a tremendous capacity to bury problems deeply, and you can go through life obliviously surfing on top of them. It's true that this strategy allows you to remain in a good mood. But you may never be in such a good mood that you're profoundly happy. Wouldn't you agree?",12,pisces,2017
27,"The horizon is clouded with doubt. You're feeling the frustrations brought about by recent decisions about your love life. In other words, you're getting cold feet! Today you must draw on your willpower and self-control in order to face your problems realistically while vanquishing your anxieties.",12,pisces,2017
28,"You may be very busy today. This is a good time to get things done. There's a feeling of discipline that's helping you stay focused. Emotions are stifled, which may work to your advantage. Keep everything limited to the facts at hand, and work can proceed much more efficiently than if simple issues become big soap operas.",12,pisces,2017
29,"Matters of love seem to be taking a turn for the better. Discuss your relationship with your partner. Your friend may or may not share your opinions, and a compromise may need to be reached. Don't let this dampen your enthusiasm. Romance looks bright for the near future as long as you keep the lines of communication open.",12,pisces,2017
30,"Things may seem a bit surreal for you today, Pisces, so don't take other people's chatter too seriously. Today is a day to reach out and touch someone, so pick up the phone and dial it. It's a good day to share your dreams with others, despite how farfetched they may sound. Others may look at you as if you have three heads, but as long as you're being honest with yourself, there's no reason for you to be shy about sharing.",12,pisces,2017
31,"The weight of too many responsibilities, perhaps involving family, a job, or group affiliation, could be very much on your mind today, Pisces. You may feel like Atlas, carrying the world on your shoulders! You're tired. Perhaps you need to reevaluate your commitments - your innate kindness may have caused you to make too many. Fulfill the ones you have, but think twice before making any new ones. You're important too, after all.",12,pisces,2017
1,"Though you might wake up today feeling a little feverish, Pisces, as the day progresses you'll be your old self again. You should be putting a lot of effort into work, particularly mundane chores and tasks that you'd rather not do. Get them out of the way and then move on to projects that interest you and can fire your ambition and motivation. Work hard in the morning and enjoy the rest of the day.",1,pisces,2018
2,"Take care not to take on too much today, Pisces. Your intentions are certainly good and your motivation pure, but even you are limited by the fact that there are a mere 24 hours in a day. Pick and choose your commitments carefully today to ensure that you can actually do what you say you will do. You'll be more effective and get more satisfaction out of devoting your energy to a few just causes.",1,pisces,2018
3,"You are a hard and conscientious worker, Pisces, and certainly have been applying your skills and doing your best for some time now. The time is ripe for you to reap some benefits from all your efforts. The good news is that all signs indicate that a big career leap is just around the corner for you. Continue to work hard and be patient and soon it will all prove worthwhile.",1,pisces,2018
4,"It isn't just royalty who gets to live happily ever after in fairy tales, Pisces. You have this right as well. The conditions are ripe for attracting a special person into your life. There is no need to rely on ""expert"" advice for attracting a soul mate. It's your own unique qualities that will beckon to the right one.",1,pisces,2018
5,"The house might seem rather empty today, Pisces, as most of the other members of your household are probably out and about. This is, however, a good time for you to take care of some projects of your own that you've been putting off. They might be tedious and rather boring, but think how good you'll feel when they're finally done! In the evening you might entertain some visitors. Enjoy your day.",1,pisces,2018
6,"An intense dream or vision could result in a spiritual breakthrough of some kind, Pisces, and you might spend much of the day in a bit of a daze, trying to make sense of it. You might see if you can find a few books on the subject, because all signs suggest that reading could bring a lot of useful information your way today. You might also want to write down an account of your experience.",1,pisces,2018
7,"This is a time to take care of yourself in the truest sense of the word, Pisces. This doesn't mean indulging in excesses, but rather just the opposite. Make an extra effort with your clothes and grooming today. Shout down those voices inside that say you don't look as good as you should. You look just fine, and after your care today you will look even better!",1,pisces,2018
8,"Tension between a married couple who are both your friends could have you situated in the most uncomfortable place of all, Pisces: right smack in the middle. Both may want to recruit you to their side, but you'll want to avoid allying yourself with either party. The best you can do is mediate by trying to get each of them to see the other's point of view. Whether you succeed or not, you'll have tried your best.",1,pisces,2018
9,"It's time for you to tap in to that inner resource that you have always known existed. Your ability to heal is extraordinary, and there's no point in denying it any longer. Your mind is like a sponge, thirsty to soak up any new knowledge or practice about the healing arts. You might spend today browsing a New Age bookstore. Or why not spend a relaxing hour lying flat out on a table, learning from the skilled fingers of a master masseuse?",1,pisces,2018
10,"A friend may ask for your assistance with regard to finances in some way, Pisces. It's nothing major, but it might involve a choice that your friend needs to make. Don't try to make the decision for him or her, but do point out enough facts to enable them to realize exactly what's best for them. This way your friend will be sure he or she thought up the idea. Your wisdom will definitely be appreciated!",1,pisces,2018
11,"Study of the occult sciences, whether historical or hands-on experiments, should prove fascinating and enlightening for you today, Pisces. Astrology, alchemy, numerology, or herbalism are all intriguing fields, and your mind should be especially attuned to them. One warning: beware of unethical teachers. You may or may not read the works of one, but nonetheless hang on to a little skepticism. Even on days like this, don't believe everything you read or hear.",1,pisces,2018
12,"Get-togethers in your neighborhood should prove enjoyable right now, Pisces. Communication with others, particularly about possible new business interests, should bring a lot of positive information your way that you're apt to put to work for you. The level of respect that you get from those around you could be particularly gratifying. Your hard work has not only enriched your socioeconomic standing but your friendships as well. Enjoy your day.",1,pisces,2018
13,"You might be introduced to a new colleague, Pisces. Don't be surprised if this person makes your flesh crawl. This could be a warning signal or it could simply mean that this person is absolutely terrified and therefore acting defensive. Don't jump to any conclusions about this person until you get to know him or her better. Remember, always give others the benefit of the doubt whenever possible.",1,pisces,2018
